Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
ESPADA,"973,000",376.74,"2,583",14 Oct 2021,48 ST. THOMAS WALK #19-06,Resale,Strata,35,"27,800",-,Apartment,1,Freehold,2013,HDB,238126,09,23,Central Region,River Valley
N.A.,"2,250,000","1,809.43","1,243",14 Oct 2021,12 PENAGA PLACE,Resale,Land,168.1,"13,385",-,Terrace House,1,99 yrs from 21/07/2008,2009,Private,757328,27,75,North Region,Sembawang
CHILTERN PARK,"1,096,170",914.94,"1,198",14 Oct 2021,135 SERANGOON AVENUE 3 #05-08,Resale,Strata,85,"12,896",-,Condominium,1,99 yrs from 01/03/1991,1995,Private,556114,19,55,North East Region,Serangoon
ISUITES @ PALM,"1,410,000","1,216.33","1,159",14 Oct 2021,24 GLASGOW ROAD #05-07,Resale,Strata,113,"12,478",-,Apartment,1,999 yrs from 02/12/1878,2013,Private,549340,19,54,North East Region,Hougang
AMBER PARK,"3,283,740","1,302.44","2,521",15 Oct 2021,16 AMBER GARDENS #11-06,New Sale,Strata,121,"27,138",-,Condominium,1,Freehold,Uncompleted,N.A,439961,15,43,Central Region,Marine Parade
FOURTH AVENUE RESIDENCES,"1,245,000",505.91,"2,461",15 Oct 2021,6 FOURTH AVENUE #04-16,New Sale,Strata,47,"26,489",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,268673,10,26,Central Region,Bukit Timah
SLOANE RESIDENCES,"4,273,800","1,496.2","2,856",15 Oct 2021,17 BALMORAL ROAD #09-08,New Sale,Strata,139,"30,747",-,Apartment,1,Freehold,Uncompleted,N.A,259803,10,25,Central Region,Tanglin
THE JOVELL,"1,207,600",904.18,"1,336",15 Oct 2021,21 FLORA DRIVE #07-38,New Sale,Strata,84,"14,376",-,Condominium,1,99 yrs from 08/03/2018,Uncompleted,N.A,506761,17,50,East Region,Pasir Ris
THE FLORENCE RESIDENCES,"1,565,000",914.94,"1,710",15 Oct 2021,89 HOUGANG AVENUE 2 #12-39,New Sale,Strata,85,"18,412",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538863,19,53,North East Region,Hougang
ROYALGREEN,"2,964,780","1,076.4","2,754",15 Oct 2021,2C ANAMALAI AVENUE #05-25,New Sale,Strata,100,"29,648",-,Condominium,1,Freehold,Uncompleted,N.A,279991,10,27,Central Region,Bukit Timah
ROYALGREEN,"3,036,456","1,076.4","2,821",15 Oct 2021,2D ANAMALAI AVENUE #05-32,New Sale,Strata,100,"30,365",-,Condominium,1,Freehold,Uncompleted,N.A,279992,10,27,Central Region,Bukit Timah
NORMANTON PARK,"1,722,000",947.23,"1,818",15 Oct 2021,59 NORMANTON PARK #13-69,New Sale,Strata,88,"19,568",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117285,05,11,Central Region,Queenstown
THE ANTARES,"1,337,000",882.65,"1,515",15 Oct 2021,19 MATTAR ROAD #01-03,New Sale,Strata,82,"16,305",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,N.A,387728,14,38,Central Region,Geylang
PARC CLEMATIS,"2,058,000","1,248.62","1,648",15 Oct 2021,6A JALAN LEMPENG #03-07,New Sale,Strata,116,"17,741",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128822,05,12,West Region,Clementi
PARC CLEMATIS,"1,611,000",914.94,"1,761",15 Oct 2021,8 JALAN LEMPENG #03-12,New Sale,Strata,85,"18,953",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128796,05,12,West Region,Clementi
RIVIERE,"2,318,000",818.06,"2,834",15 Oct 2021,1 JIAK KIM STREET #16-02,New Sale,Strata,76,"30,500",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,169423,03,16,Central Region,Singapore River
RIVIERE,"5,797,700","2,002.1","2,896",15 Oct 2021,3 JIAK KIM STREET #18-08,New Sale,Strata,186,"31,170",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,169424,03,16,Central Region,Singapore River
RIVIERE,"2,330,700",839.59,"2,776",15 Oct 2021,3 JIAK KIM STREET #15-11,New Sale,Strata,78,"29,881",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,169424,03,16,Central Region,Singapore River
VERDALE,"1,274,800",731.95,"1,742",15 Oct 2021,12 DE SOUZA AVENUE #04-38,New Sale,Strata,68,"18,747",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599462,21,59,Central Region,Bukit Timah
VERDALE,"1,346,000",731.95,"1,839",15 Oct 2021,6 DE SOUZA AVENUE #04-15,New Sale,Strata,68,"19,794",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599460,21,59,Central Region,Bukit Timah
DAIRY FARM RESIDENCES,"1,108,900",721.19,"1,538",15 Oct 2021,6 DAIRY FARM LANE #01-07,New Sale,Strata,67,"16,551",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,677623,23,67,West Region,Bukit Panjang
DAIRY FARM RESIDENCES,"1,188,600",710.42,"1,673",15 Oct 2021,6 DAIRY FARM LANE #06-10,New Sale,Strata,66,"18,009",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,677623,23,67,West Region,Bukit Panjang
DAIRY FARM RESIDENCES,"1,534,800",936.47,"1,639",15 Oct 2021,8 DAIRY FARM LANE #10-19,New Sale,Strata,87,"17,641",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,677624,23,67,West Region,Bukit Panjang
DAIRY FARM RESIDENCES,"2,150,000","1,334.74","1,611",15 Oct 2021,8 DAIRY FARM LANE #04-22,New Sale,Strata,124,"17,339",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,677624,23,67,West Region,Bukit Panjang
DAIRY FARM RESIDENCES,"1,202,700",710.42,"1,693",15 Oct 2021,8 DAIRY FARM LANE #07-25,New Sale,Strata,66,"18,223",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,677624,23,67,West Region,Bukit Panjang
OLA,"943,000",775.01,"1,217",15 Oct 2021,80 ANCHORVALE CRESCENT #09-23,New Sale,Strata,72,"13,097",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,N.A,544558,19,54,North East Region,Sengkang
OLA,"958,000",775.01,"1,236",15 Oct 2021,86 ANCHORVALE CRESCENT #13-36,New Sale,Strata,72,"13,306",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,N.A,544561,19,54,North East Region,Sengkang
LEEDON GREEN,"3,620,000","1,356.26","2,669",15 Oct 2021,30 LEEDON HEIGHTS #04-19,New Sale,Strata,126,"28,730",-,Condominium,1,Freehold,Uncompleted,N.A,266223,10,26,Central Region,Bukit Timah
LEEDON GREEN,"1,924,480",710.42,"2,709",15 Oct 2021,38 LEEDON HEIGHTS #12-54,New Sale,Strata,66,"29,159",-,Condominium,1,Freehold,Uncompleted,N.A,266078,10,26,Central Region,Bukit Timah
CLAVON,"2,179,000","1,280.92","1,701",15 Oct 2021,8 CLEMENTI AVENUE 1 #23-14,New Sale,Strata,119,"18,311",-,Apartment,1,99 yrs from 07/10/2019,Uncompleted,N.A,129964,05,12,West Region,Clementi
PARC CENTRAL RESIDENCES,"1,510,000","1,205.57","1,253",15 Oct 2021,129 TAMPINES STREET 86 #05-22,New Sale,Strata,112,"13,482",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528446,18,52,East Region,Tampines
KI RESIDENCES AT BROOKVALE,"2,217,000","1,194.8","1,856",15 Oct 2021,18 BROOKVALE DRIVE #01-38,New Sale,Strata,111,"19,973",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599981,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,607,000",882.65,"1,821",15 Oct 2021,20 BROOKVALE DRIVE #12-49,New Sale,Strata,82,"19,598",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599982,21,59,West Region,Clementi
PARC GREENWICH,"1,347,000","1,001.05","1,346",15 Oct 2021,37 FERNVALE LANE #12-14,New Sale,Strata,93,"14,484",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797353,28,79,North East Region,Sengkang
THE SHORE RESIDENCES,"1,490,000",871.88,"1,709",15 Oct 2021,87 AMBER ROAD #12-21,Resale,Strata,81,"18,395",-,Condominium,1,103 yrs from 18/08/2009,2014,Private,439897,15,43,Central Region,Marine Parade
THE PANORAMA,"1,600,000","1,022.58","1,565",15 Oct 2021,20 ANG MO KIO AVENUE 2 #01-40,Resale,Strata,95,"16,842",-,Condominium,1,99 yrs from 08/04/2013,2017,HDB,567701,20,56,North East Region,Ang Mo Kio
ARCHIPELAGO,"2,365,000","2,142.04","1,104",15 Oct 2021,535 BEDOK RESERVOIR ROAD #05-120,Resale,Strata,199,"11,884",-,Condominium,1,99 yrs from 01/06/2011,2015,Private,479284,16,47,East Region,Bedok
JEWEL @ BUANGKOK,"1,510,000","1,151.75","1,311",15 Oct 2021,87 COMPASSVALE BOW #06-23,Resale,Strata,107,"14,112",-,Condominium,1,99 yrs from 12/09/2012,2016,HDB,544686,19,54,North East Region,Sengkang
THE SKYWOODS,"1,830,000","1,345.5","1,360",15 Oct 2021,9 DAIRY FARM HEIGHTS #05-22,Resale,Strata,125,"14,640",-,Condominium,1,99 yrs from 21/12/2012,2016,Private,677670,23,67,West Region,Bukit Panjang
DRAYCOTT EIGHT,"6,480,000","3,175.38","2,041",15 Oct 2021,10 DRAYCOTT PARK #02-07,Resale,Strata,295,"21,966",-,Condominium,1,99 yrs from 24/10/1997,2005,Private,259405,10,25,Central Region,Newton
PARC BOTANNIA,"745,000",505.91,"1,473",15 Oct 2021,12 FERNVALE STREET #15-10,Sub Sale,Strata,47,"15,851",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,HDB,797391,28,79,North East Region,Sengkang
VERDANA VILLAS,"3,260,000","4,617.76",706,15 Oct 2021,99 GRACE WALK,Resale,Strata,429,"7,599",-,Semi-Detached House,1,Freehold,2013,HDB,554487,19,55,North East Region,Serangoon
HAZEL PARK CONDOMINIUM,"1,330,000",979.52,"1,358",15 Oct 2021,17 HAZEL PARK TERRACE #03-01,Resale,Strata,91,"14,615",-,Condominium,1,999 yrs from 25/09/1882,2000,Private,678944,23,67,West Region,Bukit Panjang
N.A.,"9,600,000","4,293.76","2,236",15 Oct 2021,5 HOLLAND GROVE WALK,Resale,Land,398.9,"24,066",-,Detached House,1,Freehold,-,Private,278754,10,27,Central Region,Bukit Timah
THE TRILINQ,"1,520,750",914.94,"1,662",15 Oct 2021,28 JALAN LEMPENG #17-05,Resale,Strata,85,"17,891",-,Condominium,1,99 yrs from 16/04/2012,2017,HDB,128807,05,12,West Region,Clementi
SKY VUE,"828,000",484.38,"1,709",15 Oct 2021,1 BISHAN STREET 15 #12-03,Resale,Strata,45,"18,400",-,Condominium,1,99 yrs from 04/03/2013,2016,HDB,573910,20,57,Central Region,Bishan
THE LIGHT @ CAIRNHILL,"3,800,000","1,722.24","2,206",15 Oct 2021,19 CAIRNHILL CIRCLE #04-03,Resale,Strata,160,"23,750",-,Condominium,1,Freehold,2004,Private,229768,09,22,Central Region,Newton
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,"15,000,000","3,056.98","4,907",15 Oct 2021,65 CAIRNHILL ROAD #31-02,Resale,Strata,284,"52,817",-,Apartment,1,Freehold,2011,Private,229721,09,22,Central Region,Newton
SOL ACRES,"660,000",613.55,"1,076",15 Oct 2021,14 CHOA CHU KANG GROVE #06-34,Resale,Strata,57,"11,579",-,Executive Condominium,1,99 yrs from 02/06/2014,2018,HDB,688209,23,68,West Region,Choa Chu Kang
JEWEL @ CHUAN HOE,"2,350,000","4,402.48",534,15 Oct 2021,50A CHUAN HOE AVENUE,Resale,Strata,409,"5,746",-,Terrace House,1,999 yrs from 01/01/1886,2010,Private,549856,19,54,North East Region,Hougang
PARC OASIS,"1,500,000","1,506.96",995,15 Oct 2021,43 JURONG EAST AVENUE 1 #18-06,Resale,Strata,140,"10,714",-,Condominium,1,99 yrs from 01/12/1991,1994,Private,609778,22,60,West Region,Jurong East
KING'S 8,"5,300,000","5,112.9","1,037",15 Oct 2021,3E KING'S ROAD,Resale,Strata,475,"11,158",-,Detached House,1,Freehold,2010,Private,266306,10,26,Central Region,Bukit Timah
LEEDON RESIDENCE,"5,400,000","2,131.27","2,534",15 Oct 2021,6 LEEDON HEIGHTS #06-05,Resale,Strata,198,"27,273",-,Condominium,1,Freehold,2015,Private,266215,10,26,Central Region,Bukit Timah
VACANZA @ EAST,"732,000",559.73,"1,308",15 Oct 2021,38 LENGKONG TUJOH #12-10,Resale,Strata,52,"14,077",-,Condominium,1,Freehold,2014,Private,417392,14,41,East Region,Bedok
GUILLEMARD EDGE,"795,000",861.12,923,15 Oct 2021,38 LORONG 30 GEYLANG #08-28,Resale,Strata,80,"9,938",-,Apartment,1,Freehold,2014,Private,398371,14,39,Central Region,Geylang
BALLOTA PARK CONDOMINIUM,"1,340,000","1,431.61",936,15 Oct 2021,150 MARIAM WAY #05-07,Resale,Strata,133,"10,075",-,Condominium,1,Freehold,2000,HDB,507079,17,50,East Region,Pasir Ris
LAGOON VIEW,"1,880,000","1,646.89","1,142",15 Oct 2021,5000M MARINE PARADE ROAD #15-53,Resale,Strata,153,"12,288",-,Apartment,1,99 yrs from 15/11/1977,-,Private,449294,15,44,East Region,Bedok
ECOPOLITAN,"1,270,000","1,194.8","1,063",15 Oct 2021,132 PUNGGOL WALK #15-18,Resale,Strata,111,"11,441",-,Executive Condominium,1,99 yrs from 04/12/2012,2016,Private,828777,19,82,North East Region,Punggol
COSTA RHU,"1,675,000","1,743.77",961,15 Oct 2021,1 RHU CROSS #01-03,Resale,Strata,162,"10,340",-,Condominium,1,99 yrs from 30/05/1994,1997,Private,437431,15,43,Central Region,Kallang
D'NEST,"1,385,000","1,270.15","1,090",15 Oct 2021,129 PASIR RIS GROVE #01-08,Resale,Strata,118,"11,737",-,Condominium,1,99 yrs from 20/10/2010,2017,HDB,518179,18,51,East Region,Pasir Ris
SKYPARK RESIDENCES,"1,740,000","1,593.07","1,092",15 Oct 2021,11 SEMBAWANG CRESCENT #09-22,Resale,Strata,148,"11,757",-,Executive Condominium,1,99 yrs from 18/03/2013,2016,HDB,757058,27,75,North Region,Sembawang
N.A.,"3,150,000","2,609.19","1,207",15 Oct 2021,23 SIMON PLACE,Resale,Land,242.4,"12,995",-,Terrace House,1,Freehold,-,Private,545963,19,54,North East Region,Hougang
AIRSTREAM,"690,000",473.62,"1,457",15 Oct 2021,26 ST. MICHAEL'S ROAD #10-03,Resale,Strata,44,"15,682",-,Apartment,1,Freehold,2012,HDB,327994,12,32,Central Region,Kallang
THE WATERSIDE,"4,570,000","2,432.66","1,879",15 Oct 2021,3 TANJONG RHU ROAD #22-02,Resale,Strata,226,"20,221",-,Condominium,1,Freehold,1992,Private,436881,15,43,Central Region,Kallang
KINGSFORD WATERBAY,"625,000",484.38,"1,290",15 Oct 2021,76 UPPER SERANGOON VIEW #13-62,Resale,Strata,45,"13,889",-,Apartment,1,99 yrs from 03/03/2014,2018,Private,533880,19,53,North East Region,Hougang
EIGHT RIVERSUITES,"1,060,000",699.66,"1,515",15 Oct 2021,6 WHAMPOA EAST #15-10,Resale,Strata,65,"16,308",-,Condominium,1,99 yrs from 11/07/2011,2016,Private,338519,12,33,Central Region,Kallang
FORESTVILLE,"1,410,000","1,463.9",963,15 Oct 2021,42 WOODLANDS DRIVE 16 #07-46,Resale,Strata,136,"10,368",-,Executive Condominium,1,99 yrs from 06/08/2012,2016,HDB,737775,25,73,North Region,Woodlands
NORTH PARK RESIDENCES,"1,180,000",731.95,"1,612",15 Oct 2021,37 YISHUN CENTRAL 1 #11-86,Sub Sale,Strata,68,"17,353",-,Apartment,1,99 yrs from 19/03/2015,2018,HDB,768808,27,76,North Region,Yishun
COSTA DEL SOL,"1,810,000","1,313.21","1,378",15 Oct 2021,70 BAYSHORE ROAD #03-10,Resale,Strata,122,"14,836",-,Condominium,1,99 yrs from 05/05/1997,2004,Private,469987,16,46,East Region,Bedok
WATERFRONT WAVES,"1,900,000","1,636.13","1,161",15 Oct 2021,760 BEDOK RESERVOIR ROAD #01-13,Resale,Strata,152,"12,500",-,Condominium,1,99 yrs from 31/10/2007,2011,Private,479245,16,47,East Region,Bedok
SKY HABITAT,"2,100,000","1,248.62","1,682",15 Oct 2021,9 BISHAN STREET 15 #09-18,Resale,Strata,116,"18,103",-,Condominium,1,99 yrs from 30/05/2011,2015,Private,573909,20,57,Central Region,Bishan
BURGUNDY HILL,"2,668,000","2,260.44","1,180",15 Oct 2021,14 BURGUNDY DRIVE,Resale,Land,210,"12,705",-,Semi-Detached House,1,99 yrs from 01/03/1995,1999,Private,658817,23,65,West Region,Bukit Batok
BLUWATERS 2,"858,000",871.88,984,15 Oct 2021,205 JALAN LOYANG BESAR #05-08,Resale,Strata,81,"10,593",-,Condominium,1,946 yrs from 01/01/1938,2010,HDB,509456,17,50,East Region,Pasir Ris
THE GLACIER,"1,790,000","1,410.08","1,269",15 Oct 2021,260 JOO CHIAT PLACE #02-03,Resale,Strata,131,"13,664",-,Apartment,1,Freehold,2004,Private,427941,15,42,East Region,Bedok
N.A.,"5,100,000","5,667.25",900,15 Oct 2021,24 LANGE ROAD,Resale,Land,526.5,"9,687",-,Detached House,1,999 yrs from 02/12/1878,-,Private,547986,19,54,North East Region,Hougang
D'LEEDON,"1,610,000","1,076.4","1,496",15 Oct 2021,7 LEEDON HEIGHTS #09-17,Resale,Strata,100,"16,100",-,Condominium,1,99 yrs from 08/04/2010,2014,Private,267953,10,26,Central Region,Bukit Timah
BANYAN VILLAS,"3,731,200","1,841.72","2,026",15 Oct 2021,65 LENTOR PLAIN,Resale,Land,171.1,"21,807",-,Terrace House,1,Freehold,2007,Private,786565,26,78,North East Region,Ang Mo Kio
GUILLEMARD EDGE,"618,000",409.03,"1,511",15 Oct 2021,38 LORONG 30 GEYLANG #05-06,Resale,Strata,38,"16,263",-,Apartment,1,Freehold,2014,HDB,398371,14,39,Central Region,Geylang
SEVENTY SAINT PATRICK'S,"2,300,000","1,345.5","1,709",15 Oct 2021,72 ST. PATRICK'S ROAD #05-12,Resale,Strata,125,"18,400",-,Condominium,1,Freehold,2016,HDB,424177,15,42,East Region,Bedok
CABANA,"2,088,000","2,917.04",716,15 Oct 2021,119 SUNRISE TERRACE,Resale,Strata,271,"7,705",-,Terrace House,1,103 yrs from 23/04/2009,2013,Private,805394,28,80,North East Region,Ang Mo Kio
ARC AT TAMPINES,"1,138,000","1,356.26",839,15 Oct 2021,15 TAMPINES AVENUE 8 #01-23,Resale,Strata,126,"9,032",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,Private,529601,18,52,East Region,Tampines
ARC AT TAMPINES,"942,000",958,983,15 Oct 2021,5 TAMPINES AVENUE 8 #09-08,Resale,Strata,89,"10,584",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,HDB,529596,18,52,East Region,Tampines
TRILIVE,"1,450,000",904.18,"1,604",15 Oct 2021,115 TAMPINES ROAD #18-09,Resale,Strata,84,"17,262",-,Condominium,1,Freehold,2018,Private,533901,19,53,North East Region,Hougang
TERRASSE,"1,400,000","1,108.69","1,263",15 Oct 2021,27 TERRASSE LANE #03-35,Resale,Strata,103,"13,592",-,Condominium,1,99 yrs from 23/08/2010,2014,HDB,544777,19,54,North East Region,Hougang
EVANIA,"1,820,000","1,840.64",989,15 Oct 2021,391 UPPER PAYA LEBAR ROAD #06-06,Resale,Strata,171,"10,643",-,Apartment,1,Freehold,2010,Private,534981,19,53,North East Region,Serangoon
FORESTVILLE,"960,000","1,065.64",901,15 Oct 2021,24 WOODLANDS DRIVE 16 #05-12,Resale,Strata,99,"9,697",-,Executive Condominium,1,99 yrs from 06/08/2012,2016,HDB,737881,25,73,North Region,Woodlands
NORTH PARK RESIDENCES,"1,720,000","1,097.93","1,567",15 Oct 2021,25 YISHUN CENTRAL 1 #09-55,Sub Sale,Strata,102,"16,863",-,Apartment,1,99 yrs from 19/03/2015,2018,Private,768802,27,76,North Region,Yishun
PARC EMILY,"1,888,000","1,001.05","1,886",15 Oct 2021,9 MOUNT EMILY ROAD #07-17,Resale,Strata,93,"20,301",-,Condominium,1,Freehold,2008,Private,228492,09,22,Central Region,Rochor
COCO PALMS,"1,980,000","1,668.42","1,187",15 Oct 2021,23 PASIR RIS GROVE #01-38,Resale,Strata,155,"12,774",-,Condominium,1,99 yrs from 07/01/2008,2018,Private,518071,18,51,East Region,Pasir Ris
NV RESIDENCES,"798,000",742.72,"1,074",15 Oct 2021,83 PASIR RIS GROVE #12-05,Resale,Strata,69,"11,565",-,Condominium,1,99 yrs from 07/01/2008,2013,HDB,518211,18,51,East Region,Pasir Ris
NV RESIDENCES,"775,000",796.54,973,15 Oct 2021,89 PASIR RIS GROVE #02-22,Resale,Strata,74,"10,473",-,Condominium,1,99 yrs from 07/01/2008,2013,Private,518214,18,51,East Region,Pasir Ris
PASIR RIS BEACH PARK,"1,980,000","3,461.7",572,15 Oct 2021,39 PASIR RIS HEIGHTS,Resale,Land,321.6,"6,157",-,Terrace House,1,99 yrs from 23/05/1978,1976,Private,519246,18,51,East Region,Pasir Ris
SEA HORIZON,"1,150,000","1,162.51",989,15 Oct 2021,1 PASIR RIS RISE #04-01,Resale,Strata,108,"10,648",-,Executive Condominium,1,99 yrs from 25/02/2013,2016,Private,518080,18,51,East Region,Pasir Ris
HILLSTA,"915,888",861.12,"1,064",15 Oct 2021,66 PHOENIX ROAD #15-07,Resale,Strata,80,"11,449",-,Condominium,1,99 yrs from 03/10/2011,2016,HDB,668201,23,66,West Region,Bukit Batok
PINEWOOD TERRACE,"2,200,888","1,937.52","1,136",15 Oct 2021,20 PINEWOOD GROVE,Resale,Land,180,"12,227",-,Terrace House,1,99 yrs from 18/05/1995,1997,Private,738325,25,73,North Region,Woodlands
WATERWOODS,"1,070,000","1,044.11","1,025",15 Oct 2021,25 PUNGGOL FIELD WALK #07-22,Resale,Strata,97,"11,031",-,Executive Condominium,1,99 yrs from 11/03/2013,2015,Private,828751,19,82,North East Region,Punggol
THE ROCHESTER RESIDENCES,"2,610,000","1,862.17","1,402",15 Oct 2021,33 ROCHESTER DRIVE #25-03,Resale,Strata,173,"15,087",-,Apartment,1,99 yrs from 02/02/2005,2011,Private,138638,05,13,Central Region,Queenstown
FLAMINGO VALLEY,"1,450,000",958,"1,514",15 Oct 2021,476 SIGLAP ROAD #04-56,Resale,Strata,89,"16,292",-,Condominium,1,Freehold,2014,Private,454946,15,45,East Region,Bedok
SERANGOON GARDEN ESTATE,"3,598,888","1,839.57","1,956",15 Oct 2021,72 CARDIFF GROVE,Resale,Land,170.9,"21,058",-,Terrace House,1,999 yrs from 01/01/1956,-,Private,558938,19,55,North East Region,Serangoon
THE LUXURIE,"1,188,888","1,001.05","1,188",15 Oct 2021,31 COMPASSVALE ROAD #03-41,Resale,Strata,93,"12,784",-,Condominium,1,99 yrs from 15/06/2011,2015,Private,544759,19,54,North East Region,Sengkang
THE INTERLACE,"1,468,000","1,044.11","1,406",15 Oct 2021,206 DEPOT ROAD #11-51,Resale,Strata,97,"15,134",-,Condominium,1,99 yrs from 11/02/2009,2013,Private,109697,04,10,Central Region,Bukit Merah
HILLTOP GROVE,"890,000","1,011.82",880,15 Oct 2021,134 HILLVIEW AVENUE #06-08,Resale,Strata,94,"9,468",-,Condominium,1,99 yrs from 12/06/1996,2001,Private,669619,23,66,West Region,Bukit Batok
SERANGOON GARDEN ESTATE,"2,910,000","2,156.03","1,350",15 Oct 2021,4 HYTHE ROAD,Resale,Land,200.3,"14,528",-,Terrace House,1,999 yrs from 01/01/1955,-,HDB,557486,19,55,North East Region,Serangoon
SERANGOON GARDEN ESTATE,"4,530,000","2,693.15","1,682",15 Oct 2021,71 HYTHE ROAD,Resale,Land,250.2,"18,106",-,Semi-Detached House,1,999 yrs from 01/01/1955,-,Private,557552,19,55,North East Region,Serangoon
EUHABITAT,"765,000",613.55,"1,247",15 Oct 2021,200 JALAN EUNOS #01-38,Resale,Strata,57,"13,421",-,Condominium,1,99 yrs from 06/12/2010,2015,HDB,419544,14,41,East Region,Bedok
THE HILLFORD,"510,000",398.27,"1,281",15 Oct 2021,172 JALAN JURONG KECHIL #07-14,Resale,Strata,37,"13,784",-,Apartment,1,60 yrs from 19/02/2013,2016,HDB,596182,21,59,Central Region,Bukit Timah
AMBER PARK,"2,097,800",871.88,"2,406",16 Oct 2021,18A AMBER GARDENS #01-30,New Sale,Strata,81,"25,899",-,Condominium,1,Freehold,Uncompleted,N.A,439981,15,43,Central Region,Marine Parade
KENT RIDGE HILL RESIDENCES,"1,868,000",947.23,"1,972",16 Oct 2021,64A SOUTH BUONA VISTA ROAD #02-61,New Sale,Strata,88,"21,227",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,N.A,117326,05,11,Central Region,Queenstown
PETIT JERVOIS,"3,685,000","1,291.68","2,853",16 Oct 2021,33 JERVOIS ROAD #01-01,New Sale,Strata,120,"30,708",-,Apartment,1,Freehold,Uncompleted,N.A,247657,10,24,Central Region,Tanglin
THE HYDE,"2,928,000",947.23,"3,091",16 Oct 2021,11 BALMORAL ROAD #04-11,New Sale,Strata,88,"33,273",-,Condominium,1,Freehold,Uncompleted,N.A,259796,10,25,Central Region,Tanglin
THE HYDE,"3,150,000",947.23,"3,325",16 Oct 2021,11 BALMORAL ROAD #08-11,New Sale,Strata,88,"35,795",-,Condominium,1,Freehold,Uncompleted,N.A,259796,10,25,Central Region,Tanglin
THE FLORENCE RESIDENCES,"1,150,000",635.08,"1,811",16 Oct 2021,83 HOUGANG AVENUE 2 #15-10,New Sale,Strata,59,"19,492",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538860,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,228,000",667.37,"1,840",16 Oct 2021,83 HOUGANG AVENUE 2 #16-13,New Sale,Strata,62,"19,806",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538860,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,855,000",990.29,"1,873",16 Oct 2021,87 HOUGANG AVENUE 2 #16-30,New Sale,Strata,92,"20,163",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538862,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,821,000",990.29,"1,839",16 Oct 2021,87 HOUGANG AVENUE 2 #13-30,New Sale,Strata,92,"19,793",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538862,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"2,188,000","1,280.92","1,708",16 Oct 2021,89 HOUGANG AVENUE 2 #13-41,New Sale,Strata,119,"18,387",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538863,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"2,207,000","1,280.92","1,723",16 Oct 2021,89 HOUGANG AVENUE 2 #15-41,New Sale,Strata,119,"18,546",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538863,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"2,171,000","1,356.26","1,601",16 Oct 2021,93 HOUGANG AVENUE 2 #16-61,New Sale,Strata,126,"17,230",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538865,19,53,North East Region,Hougang
